Orientation,Parent,Fluor,PWM,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,fluorescence_change
bottom,gen_33,GFP,NanR,0.000344085740444,"[64, 71]",3226,50,1.0,1.0,0.0004786839859706235,True,gain,0.0
top,gen_138,GFP,CsgD,1.1105841113418569e-07,"[88, 102]",442,1727,1.0,1.0,3.6906764730540863e-07,True,loss,0.0
top,gen_138,GFP,MraZ,0.0006240236855924,"[94, 102]",2040,129,1.0,1.0,0.0007607299053742403,True,gain,0.0
top,gen_138,GFP,PutA,0.0003226963852524,"[96, 102]",392,1777,1.0,1.0,0.0004530553345287057,True,loss,0.0
bottom,gen_138,RFP,IHF,0.0008940384712975,"[2, 16]",740,1429,1.0,1.0,0.0010028779373685,True,loss,0.0
top,gen_138,RFP,PutA,0.0009478885156573,"[96, 102]",392,1777,1.0,1.0,0.0010467344776013297,True,loss,0.0
bottom,gen_138,GFP,CpxR,3.389945807522804e-09,"[2, 22]",815,1354,1.0,1.0,1.4148038531984878e-08,True,loss,0.0
bottom,gen_138,GFP,IHF,4.590851081488024e-12,"[2, 16]",740,1429,1.0,1.0,2.58508638279028e-11,True,loss,0.0
top,gen_88,GFP,NarL,0.0003511144937525,"[44, 61]",785,2552,1.0,1.0,0.0004870297816566936,True,loss,0.0
top,gen_204,GFP,MraZ,3.886616008171313e-11,"[1, 9]",129,1054,1.0,1.0,2.0128131808741216e-10,True,loss,0.0
bottom,gen_204,RFP,CsgD,0.0008033177990391,"[76, 90]",205,978,1.0,1.0419600938967135,0.0009316399722873025,True,loss,-0.0419600938967135
bottom,gen_204,RFP,DnaA,0.0004283262619404,"[52, 62]",248,935,1.0,1.0422535211267605,0.0005685640464859006,True,loss,-0.0422535211267605
bottom,gen_204,RFP,Lrp,8.452955187367098e-37,"[102, 115]",1130,53,1.0,3.94392523364486,1.845345140134448e-35,True,gain,2.94392523364486
bottom,gen_204,RFP,OxyR,2.9178075780134288e-05,"[78, 98]",1172,11,1.0,3.953488372093023,5.7585103660654454e-05,True,gain,2.953488372093023
top,gen_204,RFP,CsgD,2.4238822743177888e-05,"[55, 69]",332,851,1.0,1.0555555555555556,4.878707726605592e-05,True,loss,-0.0555555555555555
top,gen_204,RFP,CytR,0.0010518839780972,"[42, 65]",1172,11,1.0,2.621621621621622,0.0011259554078012824,True,gain,1.621621621621622
top,gen_204,RFP,DnaA,0.0006383892252124,"[29, 39]",178,1005,1.0,1.0379746835443036,0.0007729302991266175,True,loss,-0.0379746835443035
top,gen_204,RFP,Lrp,5.340276532988255e-05,"[27, 40]",198,985,1.0,1.0422535211267605,9.918654974228186e-05,True,loss,-0.0422535211267605
top,gen_204,RFP,MraZ,1.5961885527008262e-24,"[1, 9]",129,1054,3.553719008264463,1.0,2.004417306444666e-23,True,loss,2.553719008264463
top,gen_204,RFP,MraZ,3.712887083975402e-07,"[19, 27]",1164,19,1.0,3.9407894736842106,1.1257664043079263e-06,True,gain,2.9407894736842106
top,gen_204,RFP,PutA,1.777008035175855e-17,"[21, 27]",1159,24,1.0,3.953306686046512,1.4832790599497282e-16,True,gain,2.953306686046512
top,gen_204,RFP,RelB,9.104522946006632e-05,"[27, 42]",1145,38,1.03,1.0,0.0001569783482428118,True,gain,-0.03
bottom,gen_204,GFP,Lrp,8.790618339597278e-19,"[102, 115]",1130,53,1.0,1.16,8.260852598601681e-18,True,gain,0.1599999999999999
top,gen_101,GFP,CpxR,0.0004248198438949,"[13, 33]",986,112,1.0,1.0,0.0005655231936433609,True,gain,0.0
top,gen_174,RFP,NanR,0.0009437115256794,"[45, 52]",3765,69,1.0,1.0,0.0010454967647416913,True,gain,0.0
top,gen_194,GFP,Fis,7.68995677564039e-06,"[109, 126]",515,14,1.0,1.7630434782608695,1.8036444073774733e-05,True,gain,0.7630434782608695
bottom,gen_159,RFP,CsgD,0.0001366443614553,"[0, 14]",812,2485,1.0,1.0,0.00021832477764051057,True,loss,0.0
bottom,gen_159,GFP,CsgD,1.0318904236672605e-06,"[0, 14]",812,2485,1.0,1.0,2.8767239905380014e-06,True,loss,0.0
bottom,gen_159,GFP,PhoB,0.0001170844242439,"[4, 24]",917,2380,1.0,1.0,0.00019229490509501632,True,loss,0.0
bottom,gen_14,RFP,Dan,0.0001345785383204,"[58, 69]",820,17,1.0,1.0,0.0002155633617860157,True,gain,0.0
top,gen_14,RFP,CpxR,0.0008690918559223,"[74, 94]",812,25,1.0,1.0,0.0009834460474910237,True,gain,0.0
top,gen_9,GFP,GadX,0.000560963544068,"[32, 54]",283,643,1.0,1.0,0.0006994791467772337,True,loss,0.0
top,gen_9,GFP,Nac,0.0014448810907085,"[27, 44]",220,706,1.0,1.0,0.0014469204429889638,True,loss,0.0
top,gen_9,GFP,NarL,0.0004498466439226,"[49, 66]",147,779,1.0,1.0,0.0005888675163525548,True,loss,0.0
bottom,gen_9,RFP,CsgD,0.0004144775686747,"[91, 105]",901,25,1.0,1.046153846153846,0.0005564273131025537,True,gain,0.0461538461538459
bottom,gen_9,RFP,Dan,2.0262486751550658e-08,"[89, 100]",915,11,1.0,3.90160214536203,7.687825855735396e-08,True,gain,2.90160214536203
bottom,gen_9,RFP,SlyA,0.0003757696204836,"[61, 76]",222,704,1.0,1.0,0.000514429265103791,True,loss,0.0
top,gen_9,RFP,Nac,0.0003091892750784,"[27, 44]",220,706,1.0,1.0,0.00043961881897419805,True,loss,0.0
bottom,gen_119,RFP,DeoR,0.0004839052788852,"[0, 19]",1171,22,1.0,1.0,0.0006265160499435208,True,gain,0.0
top,gen_107,GFP,CsgD,1.4723737099984363e-34,"[107, 121]",883,69,1.0,3.963414634146341,2.9847118492682586e-33,True,gain,2.963414634146341
top,gen_107,GFP,MraZ,1.4123399336269828e-08,"[101, 109]",920,32,1.0,3.125,5.475711382012811e-08,True,gain,2.125
top,gen_107,GFP,PutA,1.843069841423445e-20,"[106, 112]",125,827,1.1125,1.0,1.9372711888739767e-19,True,loss,0.1125
top,gen_107,GFP,RelB,0.001257513116748,"[65, 80]",193,759,1.0,1.0,0.001285598784341075,True,loss,0.0
top,gen_107,RFP,CsgD,1.1981232374932332e-16,"[107, 121]",883,69,1.0,1.1999999999999995,9.393021403330929e-16,True,gain,0.1999999999999995
top,gen_107,RFP,MraZ,3.592092573029305e-05,"[101, 109]",920,32,1.0,1.0,6.906747101800248e-05,True,gain,0.0
top,gen_107,RFP,PutA,7.971130612229278e-05,"[106, 112]",125,827,1.0,1.0,0.0001403354136321755,True,loss,0.0
bottom,gen_107,GFP,Dan,7.675798589317459e-06,"[23, 34]",886,66,1.0,1.0,1.8033043374571975e-05,True,gain,0.0
bottom,gen_107,GFP,Lrp,0.0001599227658718,"[27, 40]",935,17,1.0,1.3333333333333333,0.00025019890272556144,True,gain,0.3333333333333332
bottom,gen_107,GFP,MraZ,0.0006716053439576,"[61, 69]",917,35,1.0,1.0,0.0008049053911113465,True,gain,0.0
bottom,gen_107,GFP,Nac,0.0001599227658718,"[27, 44]",935,17,1.0,1.3333333333333333,0.00025019890272556144,True,gain,0.3333333333333332
top,gen_200,GFP,CsgD,0.0007698605904565,"[89, 103]",957,3547,1.0,1.0,0.0009013466814008032,True,loss,0.0
top,gen_200,RFP,CsgD,0.0003962627926693,"[89, 103]",957,3547,1.0,1.0,0.0005385985658982153,True,loss,0.0
top,gen_200,RFP,RhaS,8.569806084209032e-05,"[58, 78]",4467,37,1.0,1.0,0.0001492092617606456,True,gain,0.0
bottom,gen_200,GFP,Fis,0.0007527443809843,"[1, 18]",161,4343,1.0,1.0,0.0008864267855740428,True,loss,0.0
bottom,gen_200,GFP,Fis,0.000546949762902,"[4, 21]",746,3758,1.0,1.0,0.0006886616801756325,True,loss,0.0
top,gen_195,GFP,SlyA,0.0003246120434354,"[17, 32]",391,1241,1.0,1.0,0.0004547132178033886,True,loss,0.0
bottom,gen_195,GFP,Fis,0.0012837425278823,"[111, 128]",1535,97,1.0,1.0,0.0013078307474494628,True,gain,0.0
top,gen_155,GFP,ArcA,2.8419796822397e-27,"[73, 90]",401,1051,1.5454545454545454,1.0352941176470587,4.073504211210237e-26,True,loss,0.5101604278074867
top,gen_155,GFP,Cra,0.0005129116135619,"[46, 67]",1409,43,1.12,1.0,0.0006573548864676958,True,gain,-0.1200000000000001
top,gen_155,GFP,CRP,2.7688413234559046e-06,"[87, 107]",1403,49,1.096774193548387,2.2857142857142856,7.130645803963573e-06,True,gain,1.1889400921658986
top,gen_155,GFP,CytR,8.803898147200095e-08,"[44, 67]",427,1025,1.0,1.1666666666666663,2.9744598740183175e-07,True,loss,-0.1666666666666663
top,gen_155,GFP,Dan,1.31006021141161e-06,"[32, 43]",121,1331,1.0,1.1318681318681316,3.5749527692174513e-06,True,loss,-0.1318681318681316
top,gen_155,GFP,Dan,0.0004406675603794,"[58, 69]",151,1301,1.0,1.1249999999999998,0.0005795248083210089,True,loss,-0.1249999999999997
top,gen_155,GFP,Dan,3.1543585016311555e-41,"[130, 141]",410,1042,2.5,1.0,8.13824493420838e-40,True,loss,1.5
top,gen_155,GFP,DnaA,0.0008616763811348,"[139, 149]",53,1399,2.2,1.1,0.0009772854443869457,True,loss,1.1
top,gen_155,GFP,FhlA,8.930567353049415e-40,"[133, 150]",492,960,1.714285714285714,1.0,2.1849094955132964e-38,True,loss,0.714285714285714
top,gen_155,GFP,Fis,0.0009643609606502,"[36, 53]",98,1354,1.0,1.1249999999999998,0.0010583358106439548,True,loss,-0.1249999999999997
top,gen_155,GFP,Fis,4.447833320219303e-30,"[69, 86]",394,1058,1.8785714285714283,1.0400641025641022,7.25456951884045e-29,True,loss,0.8385073260073261
top,gen_155,GFP,GlrR,4.069894821230607e-08,"[43, 66]",388,1064,1.0,1.1718621821164887,1.4732603957464877e-07,True,loss,-0.1718621821164887
top,gen_155,GFP,IclR,2.938641417964535e-38,"[134, 150]",444,1008,2.0,1.0,6.725697051760766e-37,True,loss,1.0
top,gen_155,GFP,MetR,8.363745211306496e-19,"[62, 80]",474,978,1.358288770053476,1.049753289473684,7.912102969895944e-18,True,loss,0.3085354805797919
top,gen_155,GFP,NarL,1.200218159828334e-34,"[78, 95]",462,990,1.732142857142857,1.0,2.4682747373860955e-33,True,loss,0.732142857142857
bottom,gen_155,RFP,ArgP,1.7641899045823332e-08,"[83, 102]",1192,260,1.0,1.0,6.765906688114409e-08,True,gain,0.0
bottom,gen_155,RFP,CytR,3.307666582594306e-05,"[63, 86]",391,1061,1.0,1.0,6.420764542683065e-05,True,loss,0.0
bottom,gen_155,RFP,Dan,3.038028329236734e-30,"[70, 81]",1418,34,1.0,3.956984273820536,5.071720234337559e-29,True,gain,2.956984273820536
bottom,gen_155,RFP,DeoR,6.140028313614033e-28,"[65, 84]",1405,47,1.0,3.947368421052632,9.268829975551395e-27,True,gain,2.947368421052632
bottom,gen_155,RFP,Fis,2.017807841057916e-12,"[112, 129]",1441,11,1.0,3.967032967032967,1.1783001343461658e-11,True,gain,2.967032967032967
bottom,gen_155,RFP,FlhDC,2.019990150844926e-09,"[103, 122]",17,1435,3.744769874476988,1.0,8.607705777924775e-09,True,loss,2.744769874476988
bottom,gen_155,RFP,Lrp,2.017807841057916e-12,"[109, 122]",1441,11,1.0,3.967032967032967,1.1783001343461658e-11,True,gain,2.967032967032967
bottom,gen_155,RFP,MraZ,3.2818245316260415e-10,"[12, 20]",213,1239,1.0,1.0,1.5268554132384763e-09,True,loss,0.0
bottom,gen_155,RFP,MraZ,3.46092257987087e-16,"[106, 114]",157,1295,1.0,1.0,2.6403490004498734e-15,True,loss,0.0
bottom,gen_155,RFP,NarL,3.61425772849804e-07,"[55, 72]",1442,10,1.0,3.895118819233864,1.1005647460812702e-06,True,gain,2.895118819233864
bottom,gen_155,RFP,OxyR,4.9355496487187e-11,"[103, 123]",1440,12,1.0,3.9572006940428,2.5375162867868966e-10,True,gain,2.9572006940428
bottom,gen_155,RFP,OxyR,9.603839950258426e-07,"[108, 128]",1438,14,1.0,3.874481101157964,2.6932507686594277e-06,True,gain,2.874481101157964
top,gen_155,RFP,ArcA,6.904549520545248e-20,"[42, 59]",1377,75,1.0,1.6,7.099678093951962e-19,True,gain,0.6000000000000001
top,gen_155,RFP,CRP,2.191858803992073e-27,"[87, 107]",1403,49,1.0,3.940133037694013,3.173722084555869e-26,True,gain,2.940133037694013
top,gen_155,RFP,CsgD,4.4049645260662084e-08,"[43, 57]",1435,17,1.0,3.744769874476988,1.5784456218403913e-07,True,gain,2.744769874476988
top,gen_155,RFP,CytR,1.6468210095437658e-10,"[68, 91]",1414,38,1.0,2.2666666666666666,7.841741652827529e-10,True,gain,1.2666666666666666
top,gen_155,RFP,Dan,0.0002047605132649,"[83, 94]",164,1288,1.0,1.0,0.00031042218837915925,True,loss,0.0
top,gen_155,RFP,Dan,1.5114002514735064e-14,"[130, 141]",410,1042,1.0,1.0,1.0207823835491972e-13,True,loss,0.0
top,gen_155,RFP,DnaA,4.502448842467674e-23,"[79, 89]",1430,22,1.0,3.54375,5.030688903513094e-22,True,gain,2.54375
top,gen_155,RFP,DnaA,1.0466095457868508e-19,"[139, 149]",53,1399,3.934210526315789,1.0,1.0608135324796723e-18,True,loss,2.934210526315789
top,gen_155,RFP,FhlA,4.907777975112496e-14,"[133, 150]",492,960,1.0,1.0,3.20927969893301e-13,True,loss,0.0
top,gen_155,RFP,Fis,1.3583811138254132e-14,"[41, 58]",1439,13,1.0,3.967032967032967,9.267032694799332e-14,True,gain,2.967032967032967
top,gen_155,RFP,Fis,2.1873482851210386e-05,"[69, 86]",394,1058,1.0,1.0,4.446772516599934e-05,True,loss,0.0
top,gen_155,RFP,Fis,2.204968355923768e-07,"[132, 149]",274,1178,1.0,1.0,6.9840403952139e-07,True,loss,0.0
top,gen_155,RFP,Fur,1.980432724506065e-05,"[64, 86]",1408,44,1.0,1.0,4.072802950832038e-05,True,gain,0.0
top,gen_155,RFP,IclR,1.7654753176787834e-11,"[41, 57]",131,1321,1.0,1.0,9.453620663344128e-11,True,loss,0.0
top,gen_155,RFP,IclR,5.036628553598467e-13,"[134, 150]",444,1008,1.0,1.0,3.0542632126308648e-12,True,loss,0.0
top,gen_155,RFP,IHF,2.6553294968742664e-06,"[52, 66]",252,1200,1.0,1.0,6.850750101935607e-06,True,loss,0.0
top,gen_155,RFP,Lrp,3.254076090613844e-07,"[77, 90]",1395,57,1.0,1.0,1.0081951905198788e-06,True,gain,0.0
top,gen_155,RFP,NanR,2.751049501720805e-24,"[51, 58]",1388,64,1.0,3.789562851348924,3.365292450811915e-23,True,gain,2.789562851348924
top,gen_155,RFP,NanR,2.2356142212785326e-10,"[56, 63]",1431,21,1.0,3.895132743362832,1.0504425761570323e-09,True,gain,2.895132743362832
top,gen_155,RFP,NarL,5.362077024587502e-09,"[78, 95]",462,990,1.0,1.0,2.1677456689144347e-08,True,loss,0.0
bottom,gen_155,GFP,ArgP,3.667340008303513e-51,"[83, 102]",1192,260,1.0,3.970731010850943,1.182717152677883e-49,True,gain,2.970731010850943
bottom,gen_155,GFP,CytR,0.0008293118501345,"[63, 86]",391,1061,1.081081081081081,1.1249999999999998,0.000950424007976918,True,loss,-0.0439189189189188
bottom,gen_155,GFP,Dan,3.5229502384692476e-09,"[70, 81]",1418,34,1.096774193548387,2.5459486166007905,1.461715318242065e-08,True,gain,1.4491744230524035
bottom,gen_155,GFP,Dan,0.0001688589104822,"[131, 142]",163,1289,1.0,1.1318681318681316,0.0002612985757625319,True,loss,-0.1318681318681316
bottom,gen_155,GFP,DeoR,1.753651382325752e-05,"[65, 84]",1405,47,1.096774193548387,2.2857142857142856,3.6594578110591796e-05,True,gain,1.1889400921658986
bottom,gen_155,GFP,FhlA,8.956278113892178e-07,"[130, 147]",215,1237,1.0,1.147540983606557,2.5316650684488052e-06,True,loss,-0.1475409836065571
bottom,gen_155,GFP,Fis,6.450579859348643e-28,"[38, 55]",405,1047,1.4999999999999998,1.0230769230769228,9.63512928464813e-27,True,loss,0.476923076923077
bottom,gen_155,GFP,IHF,3.004262539222828e-05,"[98, 112]",210,1242,1.0,1.1326007326007326,5.8800669560788865e-05,True,loss,-0.1326007326007325
bottom,gen_155,GFP,MraZ,6.832069832548213e-65,"[12, 20]",213,1239,3.982352941176471,1.0352941176470587,2.937790027995732e-63,True,loss,2.9470588235294124
bottom,gen_155,GFP,OxyR,0.0005311526345845,"[87, 107]",327,1125,1.0476190476190474,1.1333333333333333,0.0006738231157067702,True,loss,-0.0857142857142858
bottom,gen_155,GFP,PhoB,2.7772219889518147e-06,"[112, 132]",81,1371,1.0,1.1249999999999998,7.136167802512155e-06,True,loss,-0.1249999999999997
top,gen_161,GFP,Dan,0.001298311208318,"[1, 12]",374,1449,1.0,1.0,0.0013187570541182835,True,loss,0.0
top,gen_161,GFP,PutA,4.698446151855956e-08,"[24, 30]",1810,13,1.0,3.724226804123712,1.6709511502465167e-07,True,gain,2.724226804123712
bottom,gen_161,RFP,Lrp,0.0014055198223194,"[0, 13]",375,1448,1.0,1.0,0.0014104898358353807,True,loss,0.0
bottom,gen_161,GFP,Dan,1.7491725343676963e-05,"[78, 89]",314,1509,1.0,1.0,3.655487225725716e-05,True,loss,0.0
bottom,gen_161,GFP,GadX,0.0007598775820539,"[66, 88]",357,1466,1.0,1.0,0.0008918662439491184,True,loss,0.0
bottom,gen_161,GFP,MraZ,7.172904914408884e-08,"[93, 101]",1802,21,1.0,1.087378640776699,2.4526149574810134e-07,True,gain,0.0873786407766989
bottom,gen_161,GFP,SoxR,2.7479742556609283e-11,"[15, 35]",1773,50,1.0,1.126251137397634,1.4495819586553373e-10,True,gain,0.126251137397634
top,gen_152,GFP,Dan,0.0009270211211037,"[124, 135]",4902,30,1.0,1.0,0.001034011508363238,True,gain,0.0
bottom,gen_152,RFP,Lrp,6.164806334005804e-05,"[4, 17]",957,3975,1.0,1.0,0.00011200845311080969,True,loss,0.0
bottom,gen_152,GFP,Fis,0.0008263760804533,"[16, 33]",4731,201,1.0,1.0,0.0009502655252538353,True,gain,0.0
bottom,gen_152,GFP,FNR,0.0003621797884009,"[8, 22]",4911,21,1.0,1.0,0.0005000280010874457,True,gain,0.0
bottom,gen_152,GFP,Lrp,9.455458777103976e-05,"[4, 17]",957,3975,1.0,1.0,0.0001614596390458549,True,loss,0.0
top,gen_42,GFP,CsgD,1.3280303984289558e-05,"[1, 15]",230,467,1.0,1.0,2.9036596847005983e-05,True,loss,0.0
top,gen_42,RFP,CsgD,7.539889394760652e-05,"[1, 15]",230,467,1.0,1.0,0.00013390617085313347,True,loss,0.0
top,gen_42,RFP,NarL,0.0014184663385288,"[2, 19]",194,503,1.0,1.0,0.0014224761373656306,True,loss,0.0
top,gen_61,RFP,NanR,1.237734311142226e-05,"[33, 40]",1269,20,1.0,1.0,2.7230154845128973e-05,True,gain,0.0
bottom,gen_76,GFP,PutA,0.0001227346375359,"[104, 110]",306,1652,1.0,1.0,0.0001994965070600711,True,loss,0.0
bottom,gen_90,RFP,CsgD,0.0005674267184644,"[81, 95]",1179,100,1.0,1.0,0.0007069170443380013,True,gain,0.0
bottom,gen_90,GFP,FhlA,0.0001008051207552,"[85, 102]",1195,84,1.0,1.0,0.00017055311108466224,True,gain,0.0
top,gen_170,GFP,AraC,6.766106738795322e-09,"[95, 115]",4846,332,1.0,1.0,2.7121766842798197e-08,True,gain,0.0
top,gen_170,GFP,CpxR,5.96893547286483e-06,"[40, 60]",5161,17,1.0,1.0379746835443036,1.435579565422914e-05,True,gain,0.0379746835443035
top,gen_170,GFP,Nac,0.0003220965257757,"[43, 60]",998,4180,1.0,1.0,0.0004530553345287057,True,loss,0.0
top,gen_170,GFP,PutA,6.113970969158246e-05,"[127, 133]",5030,148,1.0,1.0,0.00011123224922389251,True,gain,0.0
top,gen_170,RFP,MraZ,0.0001070163083812,"[125, 133]",612,4566,1.0,1.0,0.00017886471330144028,True,loss,0.0
top,gen_170,RFP,PutA,0.0010018857332265,"[42, 48]",5140,38,1.0,1.0,0.0010877397516820225,True,gain,0.0
bottom,gen_170,GFP,Cra,6.73969780052848e-08,"[31, 52]",4897,281,1.0,1.0,2.3100558403260664e-07,True,gain,0.0
bottom,gen_170,GFP,CytR,0.000513283449053,"[84, 107]",1490,3688,1.0,1.0,0.0006573548864676958,True,loss,0.0
bottom,gen_170,GFP,MraZ,2.1632605878025927e-05,"[19, 27]",585,4593,1.0,1.0,4.404113018783184e-05,True,loss,0.0
bottom,gen_170,GFP,PutA,0.0009853881852397,"[0, 6]",5104,74,1.0,1.0,0.0010755891037347186,True,gain,0.0
bottom,gen_170,GFP,RcdA,4.577434696972167e-05,"[18, 32]",622,4556,1.0,1.0,8.648974480697078e-05,True,loss,0.0
bottom,gen_170,GFP,Rob,1.0877971931945307e-06,"[103, 126]",5139,39,1.0,1.0,3.0207127537045774e-06,True,gain,0.0
bottom,gen_225,RFP,Fis,0.0004315346045795,"[80, 97]",200,455,1.0,1.0,0.000571314271177413,True,loss,0.0
bottom,gen_225,RFP,RcdA,0.0001999608295365,"[78, 92]",186,469,1.0,1.0,0.0003037948791352179,True,loss,0.0
top,gen_225,RFP,Fis,0.0010353769690294,"[6, 23]",110,545,1.0,1.0,0.0011136177310466825,True,loss,0.0
bottom,gen_146,RFP,Fis,0.0011549246186699,"[44, 61]",1613,4052,1.0,1.0,0.0012084283103762222,True,loss,0.0
bottom,gen_146,RFP,PutA,2.0959039182536166e-05,"[56, 62]",718,4947,1.0,1.0,4.277984344850248e-05,True,loss,0.0
top,gen_146,RFP,PutA,2.54643375067281e-06,"[50, 56]",600,5065,1.0,1.0,6.583961474082741e-06,True,loss,0.0
bottom,gen_146,GFP,Lrp,6.898329522043818e-07,"[68, 81]",5607,58,1.0,1.0,2.0017851925930833e-06,True,gain,0.0
top,gen_22,GFP,MalT,0.0004393006978755,"[8, 17]",1583,133,1.0,1.0,0.0005788000838303941,True,gain,0.0
top,gen_22,GFP,Nac,5.525326443321589e-08,"[118, 135]",390,1326,1.0,1.0,1.926397597806716e-07,True,loss,0.0
bottom,gen_22,RFP,Fis,0.0013289636374277,"[122, 139]",352,1364,1.0,1.0,0.0013450780324607036,True,loss,0.0
bottom,gen_22,RFP,NarL,0.0008047186540206,"[121, 138]",360,1356,1.0,1.0,0.0009321598122899848,True,loss,0.0
bottom,gen_22,GFP,Fis,9.660295373608494e-06,"[122, 139]",352,1364,1.0,1.0,2.2038519509888187e-05,True,loss,0.0
bottom,gen_22,GFP,GadX,4.037830768477098e-05,"[2, 24]",295,1421,1.0,1.0,7.701185296329303e-05,True,loss,0.0
bottom,gen_22,GFP,Lrp,8.320903514824896e-05,"[100, 113]",380,1336,1.0,1.0,0.00014541086314700158,True,loss,0.0
bottom,gen_22,GFP,NarL,1.4946885603707264e-05,"[17, 34]",411,1305,1.0,1.0,3.20871870978224e-05,True,loss,0.0
bottom,gen_22,GFP,NarL,0.0005318406551033,"[121, 138]",360,1356,1.0,1.0,0.0006738231157067702,True,loss,0.0
top,gen_153,GFP,CsgD,1.893722897243274e-05,"[39, 53]",608,2585,1.0,1.0,3.928644431561704e-05,True,loss,0.0
top,gen_153,GFP,PutA,0.0008782356856954,"[46, 52]",356,2837,1.0,1.0,0.0009906330985705665,True,loss,0.0
top,gen_153,GFP,PutA,0.0008130837838324,"[82, 88]",382,2811,1.0,1.0,0.0009386496781843016,True,loss,0.0
bottom,gen_153,RFP,ArgP,0.0001921953175251,"[25, 44]",814,2379,1.0,1.0,0.00029356852052542183,True,loss,0.0
bottom,gen_153,RFP,IclR,0.0001272601153011,"[75, 91]",708,2485,1.0,1.0,0.00020590889807555404,True,loss,0.0
top,gen_153,RFP,Fis,0.0001745040734478,"[7, 24]",3148,45,1.0,1.0,0.00026915356545916105,True,gain,0.0
bottom,gen_98,RFP,Fis,0.0004757996680607,"[80, 97]",78,479,1.0,1.0,0.0006182781400898657,True,loss,0.0
bottom,gen_98,RFP,Lrp,3.488442363996063e-07,"[93, 106]",64,493,1.0,1.0,1.0714501546559335e-06,True,loss,0.0
bottom,gen_98,RFP,OxyR,0.000366107063011,"[60, 80]",538,19,1.0,1.068181818181818,0.0005039836502807094,True,gain,0.0681818181818179
bottom,gen_98,RFP,RhaS,0.0001776539991148,"[57, 77]",46,511,1.0,1.0,0.0002734175973361185,True,loss,0.0
bottom,gen_98,GFP,IclR,0.0003712902851412,"[84, 100]",541,16,1.0,1.0,0.0005095366679065405,True,gain,0.0
bottom,gen_93,GFP,Fis,0.0013904812217483,"[34, 51]",148,629,1.0,1.0,0.0013973745422527178,True,loss,0.0
top,gen_217,GFP,FNR,0.0001967837128651,"[58, 72]",216,1891,1.0,1.0,0.0002992884121710363,True,loss,0.0
top,gen_217,RFP,QseB,1.9222111243127662e-11,"[3, 19]",2082,25,1.0,1.0,1.0254201448871486e-10,True,gain,0.0
top,gen_217,RFP,SoxR,6.610823074593495e-06,"[60, 80]",2061,46,1.0,1.0,1.5765979735879277e-05,True,gain,0.0
top,gen_25,GFP,PutA,1.6593566875450716e-05,"[49, 55]",847,17,1.0,1.0361445783132528,3.498703030648524e-05,True,gain,0.0361445783132527
top,gen_192,GFP,Dan,5.738606728773149e-05,"[117, 128]",232,1257,1.0,1.0,0.00010566449759413598,True,loss,0.0
top,gen_192,GFP,Dan,7.739082201010735e-19,"[128, 139]",1455,34,1.0,3.9862988289979446,7.420106515698805e-18,True,gain,2.9862988289979446
top,gen_192,GFP,FhlA,0.0006120660536715,"[20, 37]",262,1227,1.0,1.0,0.0007500187652503095,True,loss,0.0
top,gen_192,GFP,GadX,0.0002441066003064,"[102, 124]",414,1075,1.0,1.0,0.0003599461258643293,True,loss,0.0
top,gen_192,GFP,MraZ,8.723758168883678e-05,"[1, 9]",119,1370,1.0,1.0,0.00015133267532574496,True,loss,0.0
bottom,gen_192,RFP,AcrR,2.483117201209317e-07,"[50, 64]",362,1127,1.0,1.0,7.812734608682973e-07,True,loss,0.0
bottom,gen_192,RFP,DnaA,0.0001325538739236,"[45, 55]",1474,15,1.0,1.0,0.00021325844342130203,True,gain,0.0
bottom,gen_192,RFP,IclR,6.902978017858034e-05,"[47, 63]",384,1105,1.0,1.0,0.00012367835615328978,True,loss,0.0
bottom,gen_192,RFP,Lrp,2.005425011163081e-13,"[42, 55]",378,1111,1.0,1.0,1.2591584472745186e-12,True,loss,0.0
top,gen_192,RFP,ArcA,0.0007397945986821,"[102, 119]",329,1160,1.0,1.0,0.0008733515270631447,True,loss,0.0
top,gen_192,RFP,ArgP,4.973976171746415e-08,"[126, 145]",1405,84,1.0,1.0,1.747047571214892e-07,True,gain,0.0
top,gen_192,RFP,Dan,1.3531830580028297e-17,"[128, 139]",1455,34,1.0,1.25868123293016,1.1498004546742608e-16,True,gain,0.25868123293016
bottom,gen_192,GFP,AcrR,7.7941058894360835e-19,"[50, 64]",362,1127,1.4285714285714284,1.0,7.422708897389129e-18,True,loss,0.4285714285714284
bottom,gen_192,GFP,ArcA,6.583296677820132e-05,"[16, 33]",378,1111,1.0,1.0,0.00011870010147175053,True,loss,0.0
bottom,gen_192,GFP,GntR,0.000413186269267,"[4, 26]",427,1062,1.0,1.0,0.0005552190493275312,True,loss,0.0
bottom,gen_192,GFP,IclR,8.193518388492541e-16,"[47, 63]",384,1105,1.3639705882352942,1.0,6.151641583741225e-15,True,loss,0.3639705882352941
bottom,gen_192,GFP,IHF,0.0011798740518312,"[22, 36]",295,1194,1.0,1.0,0.0012276084820569337,True,loss,0.0
bottom,gen_192,GFP,Lrp,3.4973368663962114e-24,"[42, 55]",378,1111,1.5227272727272725,1.0,4.2056957740815455e-23,True,loss,0.5227272727272725
